(1, 'Mercedes', 'CJ842SJ', 'grigio', 2000, 'Automatico', 34865),
(352, 'Audi', 'YY304GH', 'nero', 1800, 'Manuale', 8364),
(353, 'Mercedes', 'GX728OR', 'verde', 1400, 'Automatico', 3942),
(354, 'Mercedes', 'KG682TR', 'verde', 1400, 'Manuale', 5637),
(355, 'Toyota', 'NH257LJ', 'marrone', 2000, 'Automatico', 31522),
(356, 'BMW', 'FE614RQ', 'rosso', 2200, 'Manuale', 15647),
(357, 'Mercedes', 'FV353FX', 'nero', 2400, 'Automatico', 15600),
(358, 'BMW', 'KJ908PZ', 'viola', 2200, 'Manuale', 23653),
(359, 'Audi', 'RZ729OF', 'viola', 1800, 'Manuale', 24367),
(360, 'Toyota', 'MQ468CQ', 'viola', 1600, 'Manuale', 32245),
(361, 'BMW', 'LC636FS', 'viola', 1400, 'Manuale', 11873),
(362, 'Audi', 'ZY548MK', 'giallo', 2400, 'Manuale', 14024),
(363, 'BMW', 'DS908BW', 'rosa', 2400, 'Automatico', 14709),
(364, 'Toyota', 'BI613QZ', 'rosso', 1600, 'Manuale', 6773),
(365, 'Toyota', 'MZ663PK', 'giallo', 2600, 'Automatico', 7609),
(366, 'Mercedes', 'DZ156WY', 'verde', 2400, 'Manuale', 24066),
(367, 'BMW', 'MF805BZ', 'verde', 1800, 'Automatico', 4050),
(368, 'Audi', 'XW233QS', 'viola', 2600, 'Automatico', 11808),
(369, 'BMW', 'FN308ZW', 'arancione', 2000, 'Automatico', 39622),
(370, 'Toyota', 'RF612JD', 'verde', 2000, 'Automatico', 7025),
(371, 'Toyota', 'AG511WZ', 'nero', 1400, 'Automatico', 28624),
(372, 'Mercedes', 'DE662WS', 'rosso', 1200, 'Manuale', 25417),
(373, 'Audi', 'XN224PB', 'rosa', 1400, 'Automatico', 14801),
(374, 'BMW', 'CG444ZO', 'rosso', 1600, 'Manuale', 37822),
(375, 'Mercedes', 'ID274HG', 'rosa', 2400, 'Automatico', 5625),
(376, 'Toyota', 'OG669AF', 'verde', 2000, 'Manuale', 23462),
(377, 'Audi', 'PD999JM', 'nero', 1400, 'Automatico', 35465),
(378, 'Mercedes', 'WY513KA', 'grigio', 2600, 'Manuale', 26121),
(379, 'Toyota', 'JJ755DQ', 'arancione', 1200, 'Automatico', 33953),
(380, 'BMW', 'EN139UK', 'rosa', 2600, 'Automatico', 28018),
(381, 'BMW', 'SX346IZ', 'blu', 1600, 'Manuale', 39445),
(382, 'BMW', 'LT850YW', 'grigio', 2000, 'Automatico', 13308),
(383, 'Audi', 'NM903GU', 'giallo', 2400, 'Automatico', 7664),
(384, 'Audi', 'UL627ZP', 'rosa', 2200, 'Manuale', 5186),
(385, 'Mercedes', 'HL831XE', 'rosa', 1600, 'Manuale', 18246),
(386, 'Toyota', 'UP956HK', 'marrone', 2400, 'Automatico', 24587),
(387, 'BMW', 'PP761ME', 'viola', 1600, 'Manuale', 39117),
(388, 'Audi', 'NH700UP', 'rosso', 2200, 'Manuale', 12267),
(389, 'Mercedes', 'YD388PD', 'giallo', 2600, 'Automatico', 39320),
(390, 'Toyota', 'MR628OG', 'verde', 1200, 'Manuale', 30637),
(391, 'Audi', 'JW865JB', 'marrone', 2000, 'Manuale', 38494),
(392, 'Toyota', 'KX274YM', 'nero', 1800, 'Automatico', 15063),
(393, 'BMW', 'KX160OR', 'blu', 1800, 'Automatico', 17837),
(394, 'Toyota', 'BT980BY', 'rosso', 2600, 'Manuale', 8760),
(395, 'Audi', 'EC617MK', 'rosso', 1400, 'Manuale', 7884),
(396, 'BMW', 'LV927OP', 'rosso', 1600, 'Automatico', 30931),
(397, 'BMW', 'OF846TW', 'rosa', 2400, 'Automatico', 36660),
(398, 'Toyota', 'UC100SM', 'rosso', 2400, 'Manuale', 14384),
(399, 'Toyota', 'KM161LK', 'nero', 1200, 'Automatico', 39839),
(400, 'Toyota', 'SD713AN', 'marrone', 1200, 'Manuale', 17883),
(401, 'BMW', 'ST580XU', 'giallo', 2200, 'Automatico', 28125),
(402, 'Audi', 'HC304FF', 'giallo', 1600, 'Automatico', 16792),
(403, 'Audi', 'YP202BM', 'rosso', 1400, 'Manuale', 31691),
(404, 'Mercedes', 'WH704ZF', 'rosa', 1600, 'Automatico', 34681),
(405, 'Toyota', 'KW875RV', 'arancione', 2600, 'Automatico', 4000),
(406, 'BMW', 'WX565WG', 'rosso', 2200, 'Manuale', 39148),
(407, 'Mercedes', 'BS934AZ', 'arancione', 2200, 'Automatico', 31910),
(408, 'Toyota', 'FD559CB', 'blu', 1400, 'Automatico', 12506),
(409, 'Mercedes', 'FJ901OG', 'viola', 2400, 'Automatico', 9616),
(410, 'Toyota', 'HR562ON', 'arancione', 2400, 'Manuale', 5925),
(411, 'Mercedes', 'GG644DT', 'grigio', 2600, 'Automatico', 8307),
(412, 'BMW', 'PK513VI', 'blu', 1600, 'Automatico', 28362),
(413, 'Mercedes', 'OI277EQ', 'marrone', 1800, 'Manuale', 37874),
(414, 'Audi', 'UF141KK', 'marrone', 2400, 'Manuale', 37074),
(415, 'Mercedes', 'OM164HM', 'giallo', 1600, 'Manuale', 9659),
(416, 'BMW', 'ZS104ZE', 'rosso', 2000, 'Automatico', 16039),
(417, 'BMW', 'SD399TM', 'blu', 1800, 'Manuale', 25696),
(418, 'Toyota', 'XE187OR', 'rosa', 1800, 'Automatico', 28155),
(419, 'Toyota', 'UN654WT', 'blu', 1800, 'Manuale', 11184),
(420, 'BMW', 'QO537RS', 'nero', 1600, 'Manuale', 33959),
(421, 'Audi', 'BQ927KF', 'nero', 1200, 'Automatico', 15016),
(422, 'Mercedes', 'PV584FQ', 'giallo', 2000, 'Automatico', 8988),
(423, 'Toyota', 'KV976ZF', 'giallo', 1600, 'Manuale', 23666),
(424, 'Audi', 'LN480ZX', 'giallo', 1600, 'Automatico', 18073),
(425, 'BMW', 'TJ607QO', 'verde', 2000, 'Automatico', 16142),
(426, 'Mercedes', 'VO671JJ', 'arancione', 1800, 'Automatico', 21553),
(427, 'Audi', 'PT553XV', 'giallo', 1200, 'Manuale', 2225),
(428, 'Audi', 'OK354JP', 'giallo', 2600, 'Automatico', 31636),
(429, 'Audi', 'QD382NV', 'verde', 2200, 'Manuale', 23418),
(430, 'Audi', 'VQ644JZ', 'blu', 2200, 'Manuale', 20284),
(431, 'Toyota', 'CK936RL', 'rosa', 2400, 'Automatico', 26298),
(432, 'BMW', 'KT123SL', 'viola', 1400, 'Manuale', 9720),
(433, 'Toyota', 'SX422RS', 'marrone', 2600, 'Automatico', 16430),
(434, 'Audi', 'BR282PT', 'marrone', 2400, 'Automatico', 8609),
(435, 'Audi', 'DP803QF', 'grigio', 1800, 'Manuale', 26570),
(436, 'Audi', 'AF440TW', 'arancione', 1600, 'Manuale', 4295),
(437, 'Mercedes', 'TA292RB', 'blu', 2600, 'Manuale', 11363),
(438, 'Mercedes', 'CK737ZU', 'arancione', 1400, 'Manuale', 12578),
(439, 'Audi', 'NX878SH', 'rosa', 2400, 'Automatico', 10885),
(440, 'Audi', 'OZ958SS', 'marrone', 1600, 'Manuale', 26216),
(441, 'Audi', 'RJ251QO', 'viola', 2000, 'Manuale', 4811),
(442, 'BMW', 'GB515FF', 'viola', 2400, 'Automatico', 38678),
(443, 'BMW', 'PX345XZ', 'rosa', 2000, 'Automatico', 18833),
(444, 'Mercedes', 'DK524GN', 'giallo', 1600, 'Automatico', 29621),
(445, 'Mercedes', 'ZP630JX', 'verde', 1200, 'Manuale', 30088),
(446, 'Toyota', 'PQ922PN', 'giallo', 2000, 'Manuale', 21331),
(447, 'BMW', 'NJ160XB', 'rosa', 2000, 'Automatico', 3707),
(448, 'Toyota', 'HA316NI', 'viola', 2400, 'Manuale', 11513),
(449, 'BMW', 'JR574PQ', 'marrone', 1600, 'Manuale', 9741),
(450, 'BMW', 'CL301EA', 'grigio', 1400, 'Manuale', 2046),
(451, 'Audi', 'VZ288MF', 'rosa', 1600, 'Manuale', 22672),
(452, 'BMW', 'JK829QO', 'verde', 1800, 'Automatico', 28519),
(453, 'BMW', 'TA369RR', 'nero', 1200, 'Manuale', 22657),
(454, 'Mercedes', 'GT293KP', 'nero', 1600, 'Automatico', 13180),
(455, 'Toyota', 'WP406RK', 'viola', 2000, 'Manuale', 25754),
(456, 'Toyota', 'LP619HJ', 'rosso', 1800, 'Manuale', 8996),
(457, 'BMW', 'BT324BE', 'marrone', 1400, 'Manuale', 3346),
(458, 'BMW', 'FL507VN', 'viola', 2400, 'Automatico', 8865),
(459, 'Mercedes', 'RJ284CY', 'rosa', 1800, 'Manuale', 3427),
(460, 'BMW', 'GO307KR', 'viola', 1200, 'Automatico', 17375),
(461, 'Audi', 'SA846YH', 'giallo', 1200, 'Automatico', 29673),
(462, 'BMW', 'ZJ818VH', 'verde', 2000, 'Automatico', 28250),
(463, 'Toyota', 'CH756GK', 'nero', 1800, 'Manuale', 6760),
(464, 'Audi', 'IJ916OM', 'arancione', 1800, 'Manuale', 29647),
(465, 'Mercedes', 'GR813JH', 'viola', 2600, 'Automatico', 23952),
(466, 'Mercedes', 'TH771XZ', 'arancione', 2600, 'Manuale', 26436),
(467, 'Toyota', 'JB868SM', 'giallo', 2200, 'Automatico', 19741),
(468, 'Toyota', 'NQ919FY', 'rosso', 2600, 'Manuale', 34769),
(469, 'Audi', 'VN482UL', 'nero', 2600, 'Automatico', 22304),
(470, 'Toyota', 'EE891XE', 'nero', 1400, 'Manuale', 26952),
(471, 'BMW', 'GA163FI', 'viola', 1400, 'Manuale', 37558),
(472, 'BMW', 'WV496TJ', 'grigio', 1200, 'Manuale', 6910),
(473, 'Mercedes', 'TS934TV', 'marrone', 1200, 'Automatico', 38843),
(474, 'Mercedes', 'NV859EA', 'verde', 2200, 'Manuale', 29439),
(475, 'Toyota', 'PN543TU', 'nero', 2600, 'Automatico', 4755),
(476, 'Mercedes', 'ZT327YC', 'giallo', 2600, 'Automatico', 12058),
(477, 'Toyota', 'TA854SX', 'rosa', 1200, 'Automatico', 22388),
(478, 'Audi', 'QC566OK', 'rosso', 2200, 'Manuale', 20373),
(479, 'Mercedes', 'QO789NP', 'rosso', 2600, 'Manuale', 26463),
(480, 'Toyota', 'QO312ZK', 'viola', 1200, 'Manuale', 3781),
(481, 'Audi', 'FZ790DL', 'giallo', 2600, 'Manuale', 8919),
(482, 'Toyota', 'IE410XK', 'grigio', 2600, 'Manuale', 17075),
(483, 'Mercedes', 'MK928BR', 'grigio', 2400, 'Automatico', 36107),
(484, 'BMW', 'RX651JH', 'verde', 2200, 'Manuale', 3029),
(485, 'Toyota', 'EY789CD', 'rosso', 1600, 'Manuale', 8026),
(486, 'Audi', 'WM531FM', 'giallo', 2000, 'Manuale', 17051),
(487, 'Audi', 'QN368SM', 'arancione', 2000, 'Automatico', 37883),
(488, 'Mercedes', 'EQ694XK', 'nero', 2400, 'Automatico', 26232),
(489, 'Audi', 'OH984BF', 'giallo', 1200, 'Manuale', 36369),
(490, 'Audi', 'WE564GH', 'nero', 1800, 'Automatico', 20362),
(491, 'Audi', 'HC725KM', 'blu', 1600, 'Automatico', 13036),
(492, 'Toyota', 'ZK498JG', 'rosso', 1400, 'Manuale', 37132),
(493, 'BMW', 'BY827CB', 'viola', 2200, 'Automatico', 5621),
(494, 'Toyota', 'PH618OJ', 'giallo', 1600, 'Automatico', 38970),
(495, 'Mercedes', 'GA334OG', 'giallo', 2400, 'Manuale', 26334),
(496, 'Mercedes', 'EF365GS', 'marrone', 1800, 'Automatico', 31263),
(497, 'BMW', 'VP880GC', 'blu', 2200, 'Manuale', 5247),
(498, 'Mercedes', 'QC943EP', 'rosso', 1800, 'Automatico', 3787),
(499, 'Toyota', 'ZV129KX', 'verde', 1800, 'Manuale', 34162),
(500, 'Audi', 'OW477ZN', 'viola', 2000, 'Manuale', 29874),
(501, 'Mercedes', 'OO987VF', 'rosso', 1800, 'Manuale', 38006),
(502, 'Audi', 'IY272QJ', 'arancione', 2200, 'Automatico', 28573),
(503, 'Audi', 'DA989PE', 'rosso', 2400, 'Automatico', 36930),
(504, 'Mercedes', 'SJ147VC', 'rosso', 2200, 'Manuale', 7004),
(505, 'BMW', 'YB606LO', 'blu', 1800, 'Manuale', 25891),
(506, 'Mercedes', 'EH822KZ', 'nero', 1400, 'Manuale', 4808),
(507, 'Mercedes', 'PV502VD', 'grigio', 2000, 'Manuale', 6656),
(508, 'Audi', 'PW785ZM', 'giallo', 2400, 'Automatico', 18112),
(509, 'Audi', 'DK268XS', 'verde', 1800, 'Manuale', 10770),
(510, 'BMW', 'PZ881UM', 'rosa', 1400, 'Automatico', 33867),
(511, 'Mercedes', 'WJ930ZD', 'rosso', 2000, 'Manuale', 35129),
(512, 'BMW', 'AX536FD', 'marrone', 2600, 'Automatico', 34838),
(513, 'BMW', 'RA302KV', 'giallo', 2400, 'Automatico', 37801),
(514, 'BMW', 'YA724FU', 'marrone', 1200, 'Manuale', 17668),
(515, 'BMW', 'CE541RH', 'rosa', 2000, 'Automatico', 13333),
(516, 'Audi', 'BV579FZ', 'rosso', 2200, 'Automatico', 3315),
(517, 'BMW', 'OM378GC', 'blu', 1200, 'Automatico', 16470),
(518, 'Mercedes', 'XB568SO', 'rosa', 1200, 'Automatico', 15737),
(519, 'BMW', 'PV136BQ', 'verde', 1200, 'Automatico', 8734),
(520, 'Audi', 'XD426KO', 'rosa', 1400, 'Automatico', 6346),
(521, 'Audi', 'MX629SB', 'rosso', 1200, 'Automatico', 29260),
(522, 'Mercedes', 'MF149JB', 'marrone', 1800, 'Automatico', 22430),
(523, 'BMW', 'KO376US', 'blu', 2200, 'Automatico', 5358),
(524, 'BMW', 'HS666KL', 'marrone', 2200, 'Automatico', 3827),
(525, 'BMW', 'EC848TS', 'verde', 1600, 'Automatico', 29557),
(526, 'BMW', 'NF945EX', 'rosa', 1200, 'Manuale', 38107),
(527, 'BMW', 'ZD670FE', 'viola', 2200, 'Automatico', 9580),
(528, 'BMW', 'GD519PL', 'nero', 2200, 'Manuale', 20980),
(529, 'Mercedes', 'FK871SY', 'marrone', 1400, 'Automatico', 29418),
(530, 'BMW', 'BM778NL', 'arancione', 1400, 'Automatico', 30608),
(531, 'Toyota', 'FV713VR', 'verde', 2400, 'Manuale', 20253),
(532, 'Audi', 'DU547KY', 'arancione', 1800, 'Automatico', 32008),
(533, 'Toyota', 'KG722DT', 'nero', 2000, 'Automatico', 31372),
(534, 'Audi', 'MG688JF', 'viola', 1200, 'Automatico', 11710),
(535, 'BMW', 'MB166DF', 'rosa', 1800, 'Automatico', 32134),
(536, 'BMW', 'VR202BA', 'arancione', 2000, 'Manuale', 21302),
(537, 'Toyota', 'PZ330QQ', 'arancione', 1600, 'Automatico', 28827),
(538, 'Audi', 'FN444IQ', 'marrone', 2400, 'Automatico', 33841),
(539, 'Audi', 'OC409XY', 'grigio', 2000, 'Manuale', 11795),
(540, 'Toyota', 'CY485DZ', 'arancione', 1200, 'Manuale', 10728),
(541, 'BMW', 'HF449VU', 'marrone', 1400, 'Manuale', 10280),
(542, 'Audi', 'WO196TQ', 'rosa', 1400, 'Automatico', 12641),
(543, 'Audi', 'SP678FC', 'arancione', 1400, 'Automatico', 37776),
(544, 'Audi', 'SN484CV', 'rosa', 1800, 'Manuale', 27525),
(545, 'BMW', 'RT555NH', 'nero', 2200, 'Manuale', 34205),
(546, 'Toyota', 'AV508SX', 'arancione', 2000, 'Manuale', 3956),
(547, 'Toyota', 'TR641XM', 'grigio', 1800, 'Manuale', 29171),
(548, 'Mercedes', 'QV932LR', 'grigio', 1600, 'Manuale', 13680),
(549, 'Mercedes', 'FO723EX', 'giallo', 2000, 'Manuale', 15908),
(550, 'Mercedes', 'FB464WA', 'arancione', 2400, 'Automatico', 32835),
(551, 'Audi', 'GW159ND', 'arancione', 1200, 'Automatico', 13348),
(552, 'Mercedes', 'UI941FG', 'blu', 1800, 'Manuale', 18407),
(553, 'BMW', 'TW422RD', 'arancione', 1400, 'Automatico', 22128),
(554, 'Audi', 'GK976VA', 'nero', 2200, 'Manuale', 35476),
(555, 'BMW', 'TN380OK', 'verde', 2200, 'Manuale', 35139),
(556, 'BMW', 'SZ961OE', 'rosa', 2000, 'Manuale', 4841),
(557, 'BMW', 'AZ342CF', 'nero', 2200, 'Automatico', 2277),
(558, 'Audi', 'GC176QK', 'blu', 2400, 'Automatico', 22513),
(559, 'Toyota', 'XW782DG', 'blu', 1400, 'Automatico', 23234),
(560, 'Toyota', 'DI211HY', 'rosa', 2000, 'Automatico', 23415),
(561, 'Toyota', 'OT960WU', 'giallo', 2400, 'Automatico', 8683),
(562, 'Audi', 'BM153QE', 'rosa', 1200, 'Automatico', 2606),
(563, 'Toyota', 'PC535FC', 'rosso', 2200, 'Automatico', 17703),
(564, 'BMW', 'NI330SS', 'grigio', 1800, 'Manuale', 26582),
(565, 'BMW', 'JU949NO', 'marrone', 1600, 'Manuale', 35695),
(566, 'BMW', 'LA491NU', 'blu', 1600, 'Automatico', 24687),
(567, 'Mercedes', 'HF581SI', 'nero', 1600, 'Manuale', 25831),
(568, 'BMW', 'DV174IV', 'nero', 2200, 'Manuale', 25232),
(569, 'Mercedes', 'EZ771BQ', 'grigio', 2200, 'Manuale', 7742),
(570, 'Toyota', 'HL294BH', 'verde', 1400, 'Manuale', 24693),
(571, 'Mercedes', 'VJ560JE', 'viola', 1600, 'Automatico', 19274),
(572, 'Mercedes', 'FJ473AI', 'rosso', 2600, 'Manuale', 15703),
(573, 'Mercedes', 'ZH405JH', 'nero', 2600, 'Automatico', 2073),
(574, 'Audi', 'YY458VE', 'verde', 2000, 'Manuale', 31486),
(575, 'Audi', 'UO990WF', 'nero', 1200, 'Manuale', 12735),
(576, 'BMW', 'LI427GE', 'viola', 1800, 'Manuale', 5443),
(577, 'BMW', 'DC183JI', 'rosa', 1400, 'Manuale', 13077),
(578, 'Mercedes', 'IU123IA', 'verde', 2600, 'Manuale', 2972),
(579, 'Audi', 'WL941FU', 'nero', 1400, 'Manuale', 25468),
(580, 'Audi', 'EQ767LF', 'arancione', 1800, 'Manuale', 23258),
(581, 'BMW', 'FD970ED', 'verde', 2000, 'Manuale', 35551),
(582, 'Audi', 'PJ242GP', 'arancione', 2200, 'Manuale', 5339),
(583, 'Toyota', 'CX345CK', 'giallo', 1400, 'Automatico', 4362),
(584, 'Toyota', 'KJ650GU', 'arancione', 1800, 'Manuale', 20172),
(585, 'BMW', 'JO523ZF', 'giallo', 2000, 'Automatico', 8687),
(586, 'BMW', 'RT904ZT', 'viola', 1800, 'Manuale', 6587),
(587, 'Toyota', 'ID581EM', 'rosso', 2600, 'Manuale', 19351),
(588, 'Audi', 'KO176PF', 'verde', 1600, 'Automatico', 18424),
(589, 'Toyota', 'BF134VE', 'giallo', 1400, 'Manuale', 10139),
(590, 'Mercedes', 'EL136LK', 'rosa', 1800, 'Automatico', 30527),
(591, 'Toyota', 'PR700LT', 'grigio', 2200, 'Automatico', 7057),
(592, 'Toyota', 'RR498PE', 'grigio', 2000, 'Manuale', 18278),
(593, 'Mercedes', 'EJ249BU', 'marrone', 2200, 'Manuale', 26304),
(594, 'Toyota', 'QA339PT', 'viola', 2600, 'Manuale', 22688),
(595, 'Toyota', 'CJ918EC', 'arancione', 2200, 'Manuale', 13002),
(596, 'Toyota', 'LH472AG', 'grigio', 1400, 'Manuale', 10956),
(597, 'BMW', 'WE682RF', 'arancione', 2400, 'Automatico', 35111),
(598, 'BMW', 'ZF363UF', 'rosso', 2600, 'Automatico', 7167),
(599, 'Audi', 'WQ527ZC', 'nero', 1800, 'Manuale', 13064),
(600, 'BMW', 'BB103SI', 'verde', 1200, 'Automatico', 7070),
(601, 'Toyota', 'OS167CW', 'verde', 1600, 'Manuale', 16995),
(602, 'Mercedes', 'UF958CW', 'verde', 1200, 'Manuale', 28703),
(603, 'Toyota', 'CD289VF', 'rosa', 2600, 'Automatico', 23506),
(604, 'Mercedes', 'QQ569CK', 'grigio', 2400, 'Manuale', 37705),
(605, 'Toyota', 'KR608BW', 'viola', 2000, 'Automatico', 10002),
(606, 'Toyota', 'SD145KC', 'rosso', 1600, 'Automatico', 10026),
(607, 'BMW', 'MA346JL', 'rosso', 1200, 'Manuale', 22848),
(608, 'BMW', 'MP439BG', 'blu', 1200, 'Manuale', 29893),
(609, 'Mercedes', 'CZ745YG', 'rosa', 1400, 'Manuale', 4676),
(610, 'Audi', 'HJ400ZP', 'rosa', 1400, 'Automatico', 24275),
(611, 'Mercedes', 'NT241TE', 'giallo', 2400, 'Automatico', 5594),
(612, 'Audi', 'UJ694SD', 'verde', 2400, 'Manuale', 25385),
(613, 'Audi', 'AL115QJ', 'giallo', 2000, 'Manuale', 15415),
(614, 'Toyota', 'JE306AK', 'nero', 1200, 'Automatico', 11421),
(615, 'Toyota', 'PP243QZ', 'rosa', 1400, 'Manuale', 36008),
(616, 'Audi', 'MH704ZV', 'giallo', 2400, 'Automatico', 28042),
(617, 'BMW', 'OK217IP', 'viola', 2600, 'Manuale', 21421),
(618, 'Toyota', 'VS843NV', 'blu', 2600, 'Automatico', 8425),
(619, 'BMW', 'MQ112MV', 'arancione', 2400, 'Automatico', 15937),
(620, 'Toyota', 'TC687JE', 'viola', 1600, 'Automatico', 22073),
(621, 'Mercedes', 'JR201BW', 'arancione', 1400, 'Automatico', 7484),
(622, 'Mercedes', 'JB451GO', 'marrone', 2400, 'Manuale', 10126),
(623, 'Toyota', 'IU239MZ', 'arancione', 1600, 'Manuale', 19331),
(624, 'Toyota', 'SN168VT', 'grigio', 2000, 'Manuale', 22749),
(625, 'Toyota', 'SJ368YK', 'grigio', 2000, 'Manuale', 24504),
(626, 'Audi', 'NK210RR', 'arancione', 1400, 'Automatico', 3419),
(627, 'BMW', 'OF476MO', 'grigio', 2400, 'Automatico', 11141),
(628, 'Audi', 'YI522XL', 'blu', 2600, 'Manuale', 19892),
(629, 'Mercedes', 'AA137KA', 'grigio', 1200, 'Automatico', 38979),
(630, 'Mercedes', 'OQ265ME', 'blu', 2600, 'Manuale', 22403),
(631, 'Mercedes', 'BJ168UH', 'giallo', 1200, 'Manuale', 6825),
(632, 'BMW', 'WW706SM', 'marrone', 1800, 'Manuale', 31120),
(633, 'Mercedes', 'ZK640DY', 'rosso', 2400, 'Manuale', 23821),
(634, 'BMW', 'TI641NM', 'rosso', 1200, 'Manuale', 26413),
(635, 'Mercedes', 'MJ230LV', 'rosso', 1200, 'Manuale', 22523),
(636, 'Audi', 'HC503GO', 'blu', 2400, 'Automatico', 27820),
(637, 'Toyota', 'WF381HL', 'rosso', 2600, 'Manuale', 14237),
(638, 'Mercedes', 'PS563EN', 'grigio', 1400, 'Automatico', 24452),
(639, 'Mercedes', 'QO766MW', 'rosso', 2400, 'Manuale', 21827),
(640, 'Mercedes', 'KB386XE', 'viola', 2200, 'Manuale', 37512),
(641, 'Mercedes', 'EW536HP', 'arancione', 2000, 'Manuale', 24143),
(642, 'Toyota', 'MH336QL', 'nero', 1600, 'Automatico', 33834),
(643, 'Toyota', 'PI944CT', 'grigio', 2600, 'Manuale', 11960),
(644, 'Audi', 'XR999MS', 'arancione', 1200, 'Automatico', 3253),
(645, 'Toyota', 'AY575VW', 'rosa', 1400, 'Manuale', 33238),
(646, 'Audi', 'ZE519CN', 'grigio', 2600, 'Automatico', 20157),
(647, 'Audi', 'HN523DY', 'blu', 2000, 'Automatico', 27446),
(648, 'Toyota', 'PA840WW', 'arancione', 2200, 'Manuale', 15276),
(649, 'Mercedes', 'CR937UJ', 'nero', 1200, 'Manuale', 11702),
(650, 'Mercedes', 'FW288PO', 'grigio', 2200, 'Automatico', 10776),
(651, 'Mercedes', 'YN784CS', 'rosso', 1400, 'Manuale', 32814),
(652, 'BMW', 'JW400ZR', 'grigio', 1800, 'Manuale', 8516),
(653, 'Audi', 'MS762NC', 'nero', 1600, 'Automatico', 15462),
(654, 'Audi', 'NA706XJ', 'grigio', 1400, 'Automatico', 27694),
(655, 'BMW', 'YF972EY', 'rosa', 1600, 'Automatico', 14521),
(656, 'BMW', 'YQ933MJ', 'viola', 1800, 'Automatico', 23606),
(657, 'Toyota', 'FG416QM', 'grigio', 2400, 'Manuale', 22802),
(658, 'Toyota', 'LJ880IX', 'arancione', 1200, 'Manuale', 7159),
(659, 'Mercedes', 'LY951FP', 'marrone', 1400, 'Automatico', 2847),
(660, 'BMW', 'SG719UC', 'verde', 2400, 'Manuale', 21943),
(661, 'BMW', 'YZ675GJ', 'verde', 2600, 'Manuale', 8330),
(662, 'Toyota', 'IY878QO', 'rosso', 2400, 'Manuale', 15287),
(663, 'Mercedes', 'ZS645WN', 'giallo', 1200, 'Manuale', 34368),
(664, 'Audi', 'ST711AB', 'viola', 2200, 'Automatico', 6864),
(665, 'Mercedes', 'DI776MD', 'giallo', 2200, 'Automatico', 5953),
(666, 'Mercedes', 'VY381HQ', 'marrone', 1200, 'Manuale', 39024),
(667, 'BMW', 'UN325RT', 'rosa', 1400, 'Automatico', 30533),
(668, 'Toyota', 'RE833XN', 'nero', 2200, 'Automatico', 32737),
(669, 'Audi', 'VV840QZ', 'viola', 1200, 'Automatico', 18702),
(670, 'Toyota', 'HR407NE', 'giallo', 2400, 'Automatico', 18669),
(671, 'BMW', 'LD668XJ', 'nero', 2200, 'Manuale', 31634),
(672, 'BMW', 'JP807DT', 'viola', 1200, 'Manuale', 22416),
(673, 'BMW', 'CY849SZ', 'grigio', 2200, 'Automatico', 11370),
(674, 'Toyota', 'NU342IF', 'rosa', 1400, 'Automatico', 34162),
(675, 'BMW', 'OV325GZ', 'nero', 2400, 'Automatico', 10768),
(676, 'Audi', 'JE952SX', 'arancione', 1200, 'Automatico', 5213),
(677, 'BMW', 'MZ557XV', 'blu', 2200, 'Automatico', 13582),
(678, 'Mercedes', 'HM854LP', 'verde', 1600, 'Automatico', 24972),
(679, 'Mercedes', 'YG653PZ', 'giallo', 1200, 'Automatico', 8470),
(680, 'Mercedes', 'WH205QS', 'giallo', 1800, 'Automatico', 3193),
(681, 'BMW', 'ZH398TO', 'rosso', 2400, 'Automatico', 28881),
(682, 'BMW', 'CF719WU', 'giallo', 2600, 'Manuale', 20140),
(683, 'Toyota', 'JY947JV', 'marrone', 1800, 'Automatico', 29867),
(684, 'Audi', 'IH679AG', 'grigio', 2000, 'Manuale', 15006),
(685, 'Toyota', 'CV814JZ', 'arancione', 1800, 'Automatico', 32728),
(686, 'BMW', 'CE748EZ', 'marrone', 2000, 'Automatico', 8491),
(687, 'Mercedes', 'ME351CD', 'giallo', 1800, 'Automatico', 35538),
(688, 'Audi', 'QJ702EC', 'rosso', 2600, 'Manuale', 2605),
(689, 'BMW', 'LF432UP', 'arancione', 1600, 'Manuale', 25246),
(690, 'BMW', 'UK522GC', 'nero', 2200, 'Automatico', 37312),
(691, 'Mercedes', 'SL426QI', 'marrone', 2600, 'Automatico', 31437),
(692, 'Mercedes', 'GA387ZF', 'verde', 1600, 'Manuale', 18691),
(693, 'BMW', 'BN714EA', 'nero', 2400, 'Automatico', 4249),
(694, 'Toyota', 'RE911SX', 'arancione', 2000, 'Manuale', 15665),
(695, 'BMW', 'JN404BW', 'arancione', 2600, 'Manuale', 5157),
(696, 'Toyota', 'UH977VN', 'rosso', 2000, 'Manuale', 6545),
(697, 'Mercedes', 'NB915YT', 'grigio', 1400, 'Automatico', 16810),
(698, 'Mercedes', 'KW470FX', 'nero', 2000, 'Manuale', 19068),
(699, 'Mercedes', 'RT188TD', 'verde', 2200, 'Automatico', 15407),
(700, 'Audi', 'QK639PV', 'giallo', 2200, 'Manuale', 5905),
(701, 'Mercedes', 'FB447ZH', 'grigio', 1400, 'Automatico', 20028),
(702, 'Audi', 'UP740UE', 'rosso', 1600, 'Manuale', 26496),
