cliente_id,auto_id,data,tipo,prezzo,concessionaria_id
38,189,2007-07-24,ACQUISTO,27028,30
84,768,2014-02-28,ACQUISTO,32369,15
62,67,2007-07-20,ACQUISTO,24956,27
96,5,2006-02-15,ACQUISTO,44763,2
40,853,2008-05-16,VENDITA,38950,7
22,263,2009-06-30,ACQUISTO,25520,19
29,17,2016-04-25,VENDITA,34026,43
93,653,2007-09-16,VENDITA,23583,31
76,506,2011-11-22,ACQUISTO,34335,41
87,747,2020-01-01,VENDITA,44140,50
20,572,2012-03-22,VENDITA,33696,16
78,277,2020-07-02,ACQUISTO,30406,5
24,652,2012-08-18,ACQUISTO,31184,14
85,924,2018-02-16,VENDITA,41613,40
78,945,2021-03-15,ACQUISTO,40080,38
47,786,2022-01-16,VENDITA,30822,15
65,224,2012-03-05,ACQUISTO,28678,33
68,87,2015-06-24,ACQUISTO,36104,4
45,708,2015-03-13,VENDITA,28965,8
82,466,2010-01-26,VENDITA,33358,50
69,496,2006-04-03,VENDITA,23174,46
32,519,2020-07-10,VENDITA,49397,20
42,31,2011-06-01,VENDITA,45609,45
6,413,2013-05-15,VENDITA,46076,3
62,411,2017-02-12,VENDITA,26168,32
68,717,2008-09-27,VENDITA,24532,46
79,416,2016-11-12,ACQUISTO,30501,40
32,777,2009-08-26,VENDITA,29913,6
84,46,2017-01-03,ACQUISTO,45268,40
69,666,2016-05-02,ACQUISTO,33524,3
18,99,2017-06-01,ACQUISTO,30037,27
81,594,2018-02-16,ACQUISTO,20994,36
26,68,2010-08-11,ACQUISTO,30553,10
27,661,2008-01-31,ACQUISTO,31237,12
70,583,2020-06-05,ACQUISTO,27562,39
25,612,2023-09-17,VENDITA,44750,36
66,178,2018-08-16,VENDITA,47619,10
3,266,2010-08-24,ACQUISTO,42087,13
78,700,2023-04-20,ACQUISTO,46099,29
95,613,2018-12-12,VENDITA,43861,48
62,13,2024-02-16,VENDITA,30693,50
75,394,2008-03-31,ACQUISTO,48759,43
91,112,2007-06-19,ACQUISTO,33778,49
43,778,2022-11-11,ACQUISTO,45645,46
58,77,2023-04-19,ACQUISTO,23969,20
33,736,2009-09-07,VENDITA,43461,18
54,69,2020-10-13,ACQUISTO,22575,18
42,168,2012-08-17,ACQUISTO,26906,29
93,71,2023-09-17,VENDITA,38716,45
38,439,2006-02-08,ACQUISTO,43751,12
39,667,2014-11-14,ACQUISTO,25532,39
92,197,2008-07-17,VENDITA,30634,20
60,255,2016-11-23,ACQUISTO,46684,35
17,412,2009-01-29,ACQUISTO,28958,33
74,267,2008-11-25,ACQUISTO,37561,19
70,91,2013-07-02,VENDITA,24242,1
20,752,2015-08-14,ACQUISTO,31076,9
39,718,2011-05-31,VENDITA,30028,50
36,697,2008-12-22,VENDITA,41839,39
75,943,2010-09-10,ACQUISTO,31155,25
72,160,2009-09-29,VENDITA,47176,9
52,87,2013-11-08,ACQUISTO,26685,47
58,637,2023-10-01,ACQUISTO,48384,44
96,213,2009-12-08,ACQUISTO,22931,50
48,44,2012-02-10,VENDITA,23408,50
9,64,2018-08-29,ACQUISTO,28778,33
26,677,2018-03-05,VENDITA,30122,32
15,345,2017-12-13,VENDITA,49556,34
36,952,2009-11-28,ACQUISTO,34229,10
43,839,2019-11-12,VENDITA,30721,15
55,813,2022-10-19,VENDITA,23330,38
66,739,2007-06-17,VENDITA,49389,14
89,799,2016-10-19,VENDITA,49356,45
46,225,2006-10-31,VENDITA,36278,37
72,744,2017-02-01,VENDITA,45159,43
73,941,2009-10-30,ACQUISTO,37704,45
1,789,2007-06-23,VENDITA,42044,49
81,817,2014-02-11,ACQUISTO,26289,14
29,460,2006-08-04,ACQUISTO,23452,22
64,335,2020-07-19,VENDITA,25235,28
52,230,2020-10-15,VENDITA,42337,16
10,43,2018-01-15,ACQUISTO,27398,17
71,251,2008-12-01,VENDITA,48778,19
42,35,2006-04-04,ACQUISTO,30738,13
71,895,2015-11-07,ACQUISTO,41378,23
21,971,2023-03-12,VENDITA,20781,10
24,652,2015-09-15,VENDITA,24671,35
76,342,2015-07-26,ACQUISTO,20148,32
22,694,2018-01-24,VENDITA,22186,47
38,507,2008-03-22,ACQUISTO,26960,41
54,552,2013-08-04,VENDITA,32455,15
3,618,2023-05-10,ACQUISTO,37416,40
50,736,2017-07-10,ACQUISTO,24182,31
18,381,2017-08-03,VENDITA,46506,35
83,967,2018-10-29,VENDITA,49802,49
93,442,2017-02-09,ACQUISTO,38822,28
95,334,2020-04-01,ACQUISTO,45026,19
54,795,2015-06-27,ACQUISTO,44732,8
47,878,2013-10-05,ACQUISTO,23639,29
89,100,2008-09-07,ACQUISTO,44876,35
73,340,2006-02-05,VENDITA,41473,12
16,186,2014-06-21,VENDITA,27135,44
93,297,2016-06-19,ACQUISTO,26105,36
73,85,2007-11-14,VENDITA,27406,1
39,167,2022-09-08,VENDITA,49649,25
39,797,2009-02-01,VENDITA,47767,22
62,401,2023-03-01,VENDITA,21718,32
96,596,2010-02-17,VENDITA,32713,5
77,754,2009-10-09,ACQUISTO,35442,36
79,300,2019-07-27,ACQUISTO,23933,8
29,353,2007-05-06,ACQUISTO,27416,17
56,929,2009-04-03,VENDITA,34092,33
90,368,2012-11-09,VENDITA,47717,2
9,700,2008-10-01,VENDITA,36216,50
58,805,2015-10-12,VENDITA,40456,3
27,628,2012-12-20,VENDITA,39226,27
24,228,2023-05-12,ACQUISTO,29544,36
17,301,2012-02-15,VENDITA,45150,43
49,41,2017-02-17,ACQUISTO,37676,40
60,891,2008-03-16,VENDITA,36729,44
11,845,2022-06-23,ACQUISTO,34089,43
63,757,2005-01-09,VENDITA,27630,5
63,766,2019-03-26,VENDITA,22504,42
53,999,2018-08-04,ACQUISTO,48553,50
71,381,2013-05-25,ACQUISTO,21126,34
21,405,2011-12-21,VENDITA,45462,32
12,631,2008-01-11,VENDITA,31652,45
42,692,2005-12-15,VENDITA,27231,33
59,587,2018-12-04,VENDITA,34725,40
75,151,2007-10-27,ACQUISTO,37792,26
6,586,2006-11-30,VENDITA,34499,27
37,153,2010-10-02,ACQUISTO,35828,19
55,454,2008-06-02,VENDITA,26259,47
88,424,2022-11-12,VENDITA,28626,7
62,110,2005-09-08,VENDITA,24456,32
57,577,2016-02-05,ACQUISTO,31308,30
19,719,2009-11-26,ACQUISTO,26786,21
96,6,2022-06-27,VENDITA,28618,40
66,464,2008-01-20,VENDITA,47250,29
48,199,2020-12-10,VENDITA,40572,34
10,202,2008-03-12,ACQUISTO,41905,10
43,123,2021-01-26,VENDITA,43341,2
17,354,2018-09-12,ACQUISTO,31254,50
7,735,2009-10-12,VENDITA,23095,21
14,854,2021-02-16,VENDITA,23573,6
77,832,2020-08-04,VENDITA,22065,40
94,270,2022-02-21,VENDITA,45807,19
46,136,2021-12-05,VENDITA,31445,45
32,302,2014-02-23,VENDITA,27050,50
61,970,2011-09-19,VENDITA,20376,16
83,528,2013-04-24,VENDITA,28813,24
9,681,2006-05-01,VENDITA,25428,17
26,639,2017-10-30,ACQUISTO,26783,2
39,65,2023-07-02,ACQUISTO,35803,10
40,518,2007-03-26,VENDITA,27678,25
83,873,2005-07-22,ACQUISTO,48162,42
4,45,2021-11-21,VENDITA,27781,30
98,439,2012-03-18,VENDITA,40261,42
84,162,2010-12-21,VENDITA,34587,7
34,831,2006-07-31,VENDITA,43736,10
90,518,2007-10-15,VENDITA,21077,44
48,596,2010-06-14,ACQUISTO,37156,22
7,542,2017-02-05,ACQUISTO,32569,13
31,353,2016-03-04,VENDITA,37913,37
53,899,2019-04-09,VENDITA,26399,44
79,8,2005-04-25,ACQUISTO,27254,1
92,63,2009-12-06,ACQUISTO,25387,2
7,860,2008-01-22,VENDITA,41233,14
58,305,2016-08-31,VENDITA,45847,9
38,431,2007-07-20,VENDITA,43541,40
64,322,2009-05-17,VENDITA,44191,30
60,61,2005-05-10,VENDITA,24256,47
61,973,2011-07-19,VENDITA,30007,22
3,989,2006-12-07,ACQUISTO,44843,9
4,341,2019-05-31,ACQUISTO,24878,24
74,416,2006-03-17,VENDITA,32536,36
45,979,2010-04-11,VENDITA,24249,7
64,268,2023-09-01,ACQUISTO,28971,40
50,571,2022-04-09,ACQUISTO,26736,27
71,118,2017-08-21,ACQUISTO,27725,31
92,884,2011-06-29,VENDITA,22084,4
98,801,2019-03-24,VENDITA,48670,45
38,681,2023-11-22,ACQUISTO,39054,25
61,140,2023-05-06,VENDITA,23089,37
63,602,2005-06-20,ACQUISTO,20961,25
97,145,2014-02-18,ACQUISTO,42201,14
46,49,2007-02-18,ACQUISTO,39002,38
33,516,2010-12-19,ACQUISTO,48039,36
34,549,2020-01-16,ACQUISTO,38216,37
28,765,2018-08-30,ACQUISTO,25326,21
90,584,2008-04-30,ACQUISTO,33601,19
32,381,2012-08-12,VENDITA,43343,35
78,981,2006-09-13,ACQUISTO,45323,5
63,514,2006-05-19,VENDITA,30500,35
14,310,2021-06-18,ACQUISTO,41116,28
90,24,2008-08-07,ACQUISTO,26925,17
60,358,2007-01-17,ACQUISTO,22219,14
75,653,2005-09-28,ACQUISTO,30786,21
62,768,2006-03-28,ACQUISTO,34280,16
85,979,2010-01-29,ACQUISTO,27913,43
93,153,2009-03-26,ACQUISTO,44438,2
26,791,2009-07-21,ACQUISTO,37508,24
36,815,2007-01-06,VENDITA,24401,17
4,382,2006-11-29,VENDITA,43976,23
45,473,2006-05-19,ACQUISTO,22292,15
31,638,2017-05-20,VENDITA,49946,38
18,143,2015-02-18,VENDITA,43870,6
86,952,2023-03-05,VENDITA,22657,22
32,656,2013-11-19,VENDITA,49784,49
20,334,2006-11-15,ACQUISTO,47604,26
73,94,2006-12-15,ACQUISTO,42181,43
39,51,2021-02-04,VENDITA,43595,33
84,492,2013-12-12,ACQUISTO,41150,25
97,330,2011-02-04,VENDITA,29760,27
12,181,2023-04-27,VENDITA,43584,19
7,524,2016-04-06,VENDITA,24977,2
47,255,2009-09-28,VENDITA,46464,42
99,295,2018-04-23,VENDITA,28792,14
62,112,2023-10-21,VENDITA,26192,48
78,685,2014-11-05,ACQUISTO,31336,13
74,176,2006-12-07,VENDITA,20599,36
50,647,2009-08-24,ACQUISTO,42536,15
39,87,2011-04-03,ACQUISTO,32006,11
75,337,2008-08-15,ACQUISTO,47121,18
13,179,2011-09-20,VENDITA,48534,6
62,628,2008-03-20,VENDITA,36697,37
97,12,2020-07-05,ACQUISTO,43347,30
83,396,2023-03-21,ACQUISTO,31583,47
38,56,2019-11-25,VENDITA,22847,46
8,477,2011-08-09,VENDITA,30352,4
67,808,2018-01-18,VENDITA,38816,39
52,520,2010-04-30,VENDITA,35216,6
91,953,2010-07-30,VENDITA,38002,41
2,578,2013-01-14,VENDITA,46652,21
50,667,2018-08-22,ACQUISTO,22340,15
77,925,2005-09-09,VENDITA,20898,30
2,540,2008-01-05,ACQUISTO,20320,16
98,607,2015-03-18,ACQUISTO,29925,28
68,16,2020-05-23,ACQUISTO,27364,48
85,922,2022-04-23,VENDITA,39228,26
31,809,2014-02-27,ACQUISTO,33547,18
96,542,2014-06-16,ACQUISTO,40209,49
16,657,2022-02-04,ACQUISTO,24481,21
87,167,2023-11-22,VENDITA,26656,47
62,575,2011-06-09,VENDITA,24947,23
74,785,2022-11-25,VENDITA,20851,30
42,549,2019-06-18,VENDITA,37724,3
33,597,2013-02-21,ACQUISTO,44740,40
14,503,2020-01-13,ACQUISTO,34935,49
10,256,2016-06-21,ACQUISTO,30293,34
13,23,2014-06-17,ACQUISTO,32196,32
15,988,2005-08-09,VENDITA,45529,41
92,882,2008-05-20,VENDITA,36279,22
73,818,2007-05-17,ACQUISTO,46020,50
88,812,2010-12-18,VENDITA,24631,39
86,292,2005-01-16,VENDITA,25198,24
76,192,2021-09-12,ACQUISTO,20461,31
71,441,2010-05-15,ACQUISTO,25185,2
3,596,2010-11-27,VENDITA,36713,38
69,242,2006-03-11,ACQUISTO,49650,26
92,67,2023-12-30,ACQUISTO,28847,20
28,601,2013-02-24,VENDITA,47553,6
25,23,2006-10-25,VENDITA,36932,5
51,79,2010-09-14,ACQUISTO,21495,29
69,914,2021-12-07,ACQUISTO,32767,26
52,175,2021-02-04,VENDITA,42195,6
57,940,2022-11-11,ACQUISTO,47508,26
94,112,2009-01-15,VENDITA,36681,33
56,321,2023-10-08,ACQUISTO,48092,42
11,378,2009-03-30,ACQUISTO,28148,20
73,643,2014-09-07,VENDITA,39286,10
51,148,2017-11-09,VENDITA,21215,13
63,420,2005-05-15,ACQUISTO,41813,19
1,973,2010-01-25,ACQUISTO,42014,22
15,720,2010-02-04,VENDITA,20338,18
12,884,2022-07-10,ACQUISTO,39106,7
49,177,2022-09-30,VENDITA,25382,27
98,227,2019-12-21,VENDITA,44269,33
62,759,2020-02-23,ACQUISTO,34462,10
72,759,2008-06-24,ACQUISTO,47086,29
85,816,2009-10-03,VENDITA,32940,7
17,607,2020-07-02,VENDITA,46036,14
48,336,2009-12-17,VENDITA,20023,47
61,2,2005-02-27,ACQUISTO,32994,34
95,333,2012-11-12,ACQUISTO,26559,16
88,739,2022-07-26,VENDITA,22795,50
54,306,2005-11-02,ACQUISTO,27829,26
93,122,2020-11-02,VENDITA,24291,19
82,310,2014-07-14,VENDITA,37985,27
38,205,2006-05-12,ACQUISTO,32018,5
11,217,2005-02-23,ACQUISTO,27031,6
100,480,2010-10-27,ACQUISTO,30340,47
84,197,2018-10-03,VENDITA,36391,38
50,967,2006-04-03,ACQUISTO,40644,23
44,835,2009-10-08,ACQUISTO,36243,17
77,500,2020-01-23,ACQUISTO,34800,28
84,676,2020-03-22,ACQUISTO,31969,47
14,766,2006-02-16,ACQUISTO,21188,41
36,823,2005-03-19,VENDITA,23301,34
63,389,2015-12-28,ACQUISTO,21149,10
30,950,2014-05-07,VENDITA,23003,10
13,911,2008-02-03,VENDITA,46017,24
78,970,2021-10-14,VENDITA,46122,24
43,137,2017-08-27,VENDITA,20674,3
6,795,2008-09-06,ACQUISTO,47687,8
81,93,2007-09-29,VENDITA,21160,41
78,601,2008-11-14,ACQUISTO,40941,11
58,815,2020-07-31,VENDITA,20101,7
92,867,2017-11-19,ACQUISTO,29437,17
7,84,2012-10-23,ACQUISTO,29307,31
86,379,2007-07-22,ACQUISTO,45972,32
37,922,2015-09-26,ACQUISTO,46421,11
17,79,2018-01-17,ACQUISTO,29214,49
55,136,2022-03-27,VENDITA,38719,40
18,923,2019-03-10,ACQUISTO,35559,5
65,600,2011-12-22,ACQUISTO,29088,45
95,24,2008-02-16,ACQUISTO,47905,34
79,85,2023-06-19,VENDITA,27192,44
79,871,2021-05-20,VENDITA,32834,1
100,999,2012-10-27,VENDITA,31042,38
50,457,2022-06-28,VENDITA,29885,30
51,369,2006-09-22,ACQUISTO,47538,8
31,685,2023-09-18,VENDITA,44779,43
92,825,2007-07-31,ACQUISTO,47922,21
19,485,2015-07-16,ACQUISTO,23678,1
93,293,2014-04-16,ACQUISTO,39244,8
46,61,2022-07-07,VENDITA,41910,37
14,778,2017-07-30,ACQUISTO,21329,35
70,735,2011-01-13,ACQUISTO,37112,7
9,196,2011-07-02,VENDITA,32144,36
44,487,2017-11-01,VENDITA,35785,48
93,880,2006-06-03,VENDITA,37362,5
85,309,2012-07-30,ACQUISTO,46342,43
16,834,2017-04-18,VENDITA,33798,32
43,220,2005-04-24,VENDITA,48096,48
29,755,2013-09-20,VENDITA,39430,8
57,407,2009-03-27,ACQUISTO,29095,43
56,177,2016-02-14,VENDITA,47467,39
23,90,2012-03-19,VENDITA,26563,32
19,810,2023-08-25,ACQUISTO,47322,32
38,921,2012-11-24,ACQUISTO,46687,37
11,593,2019-01-06,VENDITA,46705,30
21,740,2012-02-16,ACQUISTO,34528,46
79,777,2022-11-25,ACQUISTO,39476,33
72,454,2005-06-06,ACQUISTO,29728,20
50,866,2014-09-05,VENDITA,48342,14
72,302,2023-08-24,ACQUISTO,40504,5
8,106,2016-02-21,VENDITA,43047,9
39,423,2019-10-20,VENDITA,23578,12
44,308,2017-07-03,ACQUISTO,24039,17
76,158,2019-02-02,ACQUISTO,25072,49
46,157,2005-11-25,VENDITA,25745,24
92,962,2023-12-01,VENDITA,40775,47
9,630,2016-08-02,ACQUISTO,30459,38
79,940,2022-05-14,ACQUISTO,34909,18
87,301,2023-01-19,ACQUISTO,48072,18
35,181,2016-04-21,VENDITA,27499,14
17,589,2016-10-15,VENDITA,27135,4
30,996,2023-11-27,ACQUISTO,37619,10
80,399,2006-03-02,ACQUISTO,20532,10
88,191,2013-03-02,ACQUISTO,29958,14
55,968,2012-01-07,VENDITA,34469,31
54,597,2022-01-24,ACQUISTO,38946,48
60,858,2015-10-02,ACQUISTO,40990,38
70,977,2007-08-24,VENDITA,36103,24
34,346,2020-03-30,ACQUISTO,37354,35
56,233,2007-09-26,VENDITA,42625,50
51,468,2020-08-20,ACQUISTO,32906,19
57,48,2016-01-26,ACQUISTO,22173,2
23,686,2022-10-23,VENDITA,23019,41
92,647,2019-04-13,VENDITA,36740,49
42,344,2008-06-22,VENDITA,47970,12
36,290,2023-04-27,VENDITA,44194,23
51,826,2022-09-02,VENDITA,22892,6
24,56,2007-05-29,ACQUISTO,30216,41
1,677,2008-07-31,VENDITA,39216,19
30,197,2007-03-25,ACQUISTO,29402,31
55,643,2018-09-25,VENDITA,47361,40
50,258,2022-01-02,ACQUISTO,31778,12
46,770,2018-08-27,ACQUISTO,45737,41
68,81,2018-11-04,VENDITA,46602,50
77,398,2010-06-28,ACQUISTO,34932,22
94,98,2023-09-22,VENDITA,32409,2
99,926,2014-10-16,ACQUISTO,31228,10
11,382,2015-10-30,ACQUISTO,33501,11
78,275,2021-09-26,VENDITA,26750,29
37,40,2022-01-09,ACQUISTO,27987,12
24,736,2015-09-14,VENDITA,37633,27
77,216,2007-02-03,ACQUISTO,30444,14
53,390,2015-07-09,ACQUISTO,20350,15
23,589,2021-11-05,VENDITA,49562,50
44,547,2018-12-14,ACQUISTO,27905,17
39,82,2019-05-26,VENDITA,32396,40
27,22,2021-03-01,ACQUISTO,46827,31
59,379,2015-12-01,ACQUISTO,35564,17
61,114,2020-09-16,ACQUISTO,49059,11
92,762,2009-12-06,VENDITA,38348,36
84,384,2020-12-21,ACQUISTO,27540,19
94,711,2023-11-16,ACQUISTO,28862,35
28,497,2019-06-13,VENDITA,47941,13
88,19,2016-10-02,ACQUISTO,45201,3
21,506,2006-12-23,ACQUISTO,43920,10
49,271,2020-04-19,ACQUISTO,47560,37
10,352,2010-01-27,VENDITA,33073,22
34,544,2014-11-22,ACQUISTO,38015,44
3,541,2014-12-16,VENDITA,45888,24
79,249,2023-10-18,VENDITA,29367,45
12,706,2014-01-13,VENDITA,30044,24
98,203,2007-02-23,VENDITA,24424,31
33,470,2005-06-13,VENDITA,26539,27
87,433,2008-12-10,ACQUISTO,24541,46
35,965,2015-04-03,ACQUISTO,38691,22
6,816,2021-12-10,VENDITA,42667,49
94,251,2021-06-04,VENDITA,28314,1
84,370,2010-01-28,ACQUISTO,45177,20
63,348,2012-05-01,ACQUISTO,26751,42
17,405,2018-02-05,ACQUISTO,49277,8
4,584,2006-11-18,VENDITA,37793,4
46,637,2015-11-25,VENDITA,39635,28
19,609,2009-11-25,ACQUISTO,45951,26
3,409,2018-05-22,VENDITA,49549,28
56,369,2022-03-16,ACQUISTO,47140,6
48,350,2019-06-12,VENDITA,49830,47
36,267,2008-01-20,VENDITA,27766,29
68,632,2023-12-12,VENDITA,28709,50
72,46,2008-10-10,ACQUISTO,41206,30
33,793,2005-11-19,ACQUISTO,46725,33
61,980,2021-10-24,ACQUISTO,20146,27
30,569,2019-12-24,VENDITA,37867,21
49,62,2021-12-15,VENDITA,21705,13
9,19,2012-05-09,VENDITA,23065,15
85,814,2022-01-16,VENDITA,36203,16
92,282,2014-09-13,VENDITA,48911,40
61,383,2012-10-14,VENDITA,21744,38
71,213,2017-08-19,ACQUISTO,36907,24
60,586,2019-04-06,VENDITA,24610,31
70,863,2017-09-11,ACQUISTO,45050,3
51,37,2006-09-04,ACQUISTO,36001,21
42,377,2010-04-10,ACQUISTO,20109,49
20,584,2006-11-02,VENDITA,48475,10
64,684,2013-11-16,ACQUISTO,37299,14
55,717,2005-07-14,VENDITA,24435,25
97,651,2011-05-03,VENDITA,21135,50
51,90,2013-07-16,VENDITA,47801,18
99,835,2013-04-01,ACQUISTO,35376,10
14,212,2023-05-16,VENDITA,36869,31
76,788,2009-02-24,VENDITA,26235,17
94,165,2011-07-02,ACQUISTO,47663,28
16,705,2011-09-09,VENDITA,48511,15
21,312,2014-04-21,VENDITA,43338,45
100,131,2022-05-03,VENDITA,24668,37
69,401,2021-01-05,VENDITA,22746,3
65,101,2023-04-06,VENDITA,27108,43
74,971,2011-04-16,VENDITA,25358,2
91,729,2006-03-07,VENDITA,38534,40
4,440,2010-02-22,VENDITA,47147,8
60,855,2008-09-09,ACQUISTO,21315,5
50,929,2007-10-04,ACQUISTO,24789,39
35,485,2014-05-14,ACQUISTO,29914,38
81,890,2005-03-20,VENDITA,36649,24
23,33,2017-01-14,VENDITA,43333,20
26,455,2011-02-14,ACQUISTO,41798,15
90,551,2010-05-06,ACQUISTO,20486,34
8,385,2016-01-18,VENDITA,22958,40
35,799,2012-10-07,ACQUISTO,42151,16
69,468,2010-09-16,ACQUISTO,38907,10
84,832,2024-01-21,VENDITA,43815,10
96,930,2020-11-01,VENDITA,47977,30
93,628,2006-10-14,VENDITA,20567,10
76,331,2023-10-29,VENDITA,45991,22
20,978,2013-02-20,ACQUISTO,28373,50
77,774,2011-12-19,ACQUISTO,48141,25
1,984,2022-08-02,VENDITA,20259,45
59,605,2018-08-28,VENDITA,34332,6
68,58,2011-08-28,VENDITA,44947,30
26,801,2013-02-17,ACQUISTO,25624,21
44,964,2013-09-19,ACQUISTO,35708,21
20,856,2009-05-29,VENDITA,47486,6
61,960,2023-08-25,VENDITA,25139,39
37,782,2020-07-03,VENDITA,29353,19
40,978,2019-01-05,VENDITA,38726,29
89,250,2018-09-20,ACQUISTO,27163,3
13,529,2011-11-04,ACQUISTO,23812,3
58,855,2013-07-05,ACQUISTO,23962,2
58,202,2016-12-18,ACQUISTO,24839,49
37,205,2009-08-13,VENDITA,26794,3
18,945,2023-04-09,ACQUISTO,24507,10
22,223,2017-12-12,VENDITA,42418,7
54,589,2016-11-02,VENDITA,45850,39
6,274,2005-12-16,VENDITA,35856,4
29,331,2015-04-30,VENDITA,34147,36
53,318,2012-01-09,ACQUISTO,24106,22
58,305,2021-06-07,VENDITA,42056,30
14,528,2014-08-20,VENDITA,35848,49
57,545,2013-06-19,VENDITA,48907,20
76,498,2008-03-08,ACQUISTO,34319,31
57,991,2005-01-12,VENDITA,21343,34
44,914,2009-11-02,VENDITA,28960,50
47,39,2015-05-30,VENDITA,42247,18
55,314,2011-04-25,ACQUISTO,48947,44
5,699,2018-01-08,VENDITA,48810,35
72,990,2015-09-24,ACQUISTO,43604,42
88,866,2013-01-09,ACQUISTO,41633,13
14,993,2019-10-07,VENDITA,29985,1
34,31,2010-07-25,ACQUISTO,49265,30
49,90,2007-11-12,VENDITA,29256,21
86,204,2016-01-05,VENDITA,30063,47
65,846,2017-05-05,ACQUISTO,20714,43
40,646,2006-02-17,ACQUISTO,24021,41
44,383,2006-09-04,VENDITA,38803,16
65,918,2020-03-13,ACQUISTO,45970,31
36,308,2011-12-17,ACQUISTO,34003,30
54,822,2018-05-28,VENDITA,26478,22
24,330,2015-05-30,ACQUISTO,38223,33
55,205,2022-02-12,VENDITA,47841,1
32,912,2020-05-30,VENDITA,41278,41
15,224,2021-11-01,ACQUISTO,30705,43
11,774,2020-10-13,ACQUISTO,46413,32
92,256,2023-12-05,ACQUISTO,42898,34
56,215,2010-08-19,VENDITA,32723,47
93,984,2010-04-28,VENDITA,23874,18
42,978,2013-05-08,VENDITA,35264,37
63,65,2013-12-31,VENDITA,42421,46
88,868,2009-06-29,ACQUISTO,49965,21
35,759,2017-01-31,VENDITA,27774,11
5,412,2020-12-24,ACQUISTO,27334,8
35,875,2009-11-16,VENDITA,22226,36
97,39,2017-05-24,ACQUISTO,23214,35
33,714,2008-07-11,VENDITA,22049,34
99,19,2014-04-15,VENDITA,20022,25
56,847,2020-07-08,VENDITA,33907,14
76,138,2018-07-20,ACQUISTO,42391,41
91,578,2017-03-16,VENDITA,32978,37
35,987,2009-04-18,VENDITA,30838,14
72,852,2021-04-09,ACQUISTO,45423,11
43,412,2021-06-24,ACQUISTO,41318,28
70,411,2013-02-12,ACQUISTO,36937,49
67,426,2010-10-02,ACQUISTO,44795,32
91,753,2007-01-13,VENDITA,32997,49
45,576,2022-08-15,VENDITA,32463,4
100,12,2023-02-19,ACQUISTO,43704,18
17,865,2014-01-20,VENDITA,48574,34
77,397,2014-01-08,ACQUISTO,36080,10
50,70,2006-02-10,VENDITA,43980,32
12,250,2012-02-25,ACQUISTO,36921,28
94,947,2015-10-29,ACQUISTO,38976,42
40,65,2020-10-14,VENDITA,32732,26
33,886,2007-01-19,ACQUISTO,33698,34
65,443,2005-07-01,ACQUISTO,20425,4
43,162,2022-09-09,ACQUISTO,48839,13
7,142,2009-12-11,ACQUISTO,29004,46
17,604,2015-08-12,VENDITA,21117,11
20,962,2005-09-12,VENDITA,25787,5
5,781,2015-01-01,VENDITA,49705,15
29,770,2008-01-11,VENDITA,41281,47
50,384,2006-08-19,ACQUISTO,32367,10
40,162,2018-12-27,ACQUISTO,22044,25
62,494,2010-06-07,VENDITA,25442,6
40,747,2009-02-01,VENDITA,36949,12
34,986,2015-06-12,ACQUISTO,44625,31
85,377,2020-02-18,VENDITA,30107,38
23,993,2011-12-14,ACQUISTO,37067,1
86,265,2010-05-09,ACQUISTO,36644,29
25,122,2014-03-03,ACQUISTO,49614,15
71,333,2008-08-22,VENDITA,23853,34
24,822,2018-03-24,ACQUISTO,31623,50
73,743,2013-06-19,ACQUISTO,38179,26
50,673,2015-04-10,ACQUISTO,25501,50
39,629,2010-04-27,ACQUISTO,37609,14
30,729,2014-07-31,ACQUISTO,31171,11
14,975,2012-03-13,VENDITA,36292,27
86,121,2018-04-12,ACQUISTO,49335,30
86,981,2007-03-05,VENDITA,43318,45
40,321,2016-07-28,VENDITA,33878,41
52,528,2019-01-22,ACQUISTO,39583,30
87,976,2011-11-12,VENDITA,46660,2
52,868,2006-11-18,ACQUISTO,26397,24
94,450,2008-06-27,VENDITA,36796,3
80,892,2017-01-24,VENDITA,39223,44
76,23,2018-09-13,VENDITA,43449,24
86,429,2006-01-28,VENDITA,22842,5
23,706,2022-09-06,VENDITA,42043,9
65,286,2009-08-29,ACQUISTO,38604,41
78,595,2018-12-24,VENDITA,41937,10
7,20,2012-05-08,VENDITA,49145,50
67,9,2005-05-06,VENDITA,45025,10
71,633,2008-05-04,ACQUISTO,44346,47
22,512,2011-06-27,ACQUISTO,40622,39
65,18,2017-06-27,VENDITA,31100,50
48,853,2020-01-19,ACQUISTO,27524,29
19,530,2021-07-08,VENDITA,23877,42
34,583,2006-07-13,ACQUISTO,40708,8
69,691,2007-04-03,ACQUISTO,41822,2
35,515,2010-09-30,ACQUISTO,37217,10
16,211,2023-02-07,ACQUISTO,45374,41
80,411,2011-12-22,ACQUISTO,27259,13
